"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2019,139899994,122994425,1,5,34,"M",2,,34,0
2019,139910258,122994712,1,5,35,"M",2,,35,0
2019,139951780,123027436,1,5,25,"M",2,3,25,0
2019,139951781,123027437,1,5,42,"M",3,3,42,0
2019,139951782,123027438,1,5,29,"M",2,,29,0
2019,139950236,123026308,0,,,"",,,,
2019,139950255,123026318,1,5,17,"M",0,,17,0
2019,139951787,123027441,1,4,,"U",0,,,
2019,139951788,123027441,2,4,,"U",0,,,
2019,139951792,123027444,1,5,58,"M",2,2,58,0
2019,139951239,123027042,1,5,26,"M",2,,26,0
2019,139951229,123027035,3,5,40,"M",2,2,40,0
2019,139951227,123027035,1,5,33,"M",1,,33,0
2019,139951230,123027035,4,5,40,"F",1,,40,0
2019,139951240,123027043,1,4,,"U",0,,,
2019,139951244,123027046,2,4,,"U",0,,,
2019,139951243,123027046,1,4,,"U",0,,,
2019,139951085,123026922,1,5,25,"M",2,2,25,0
2019,139951090,123026924,2,5,29,"M",2,2,29,0
2019,139951091,123026924,3,5,28,"M",2,,28,0
2019,139951089,123026924,1,5,35,"M",2,,35,0
2019,139951271,123027063,1,5,54,"M",2,,54,0
2019,139951344,123027112,1,5,42,"M",1,2,42,0
2019,139951877,123027501,1,4,,"F",1,,,
2019,139950526,123026507,1,5,45,"M",2,2,45,0
2019,139950528,123026509,1,5,52,"M",2,,52,0
2019,139950529,123026510,1,4,,"U",0,,,
2019,139950536,123026514,4,4,,"U",0,,,
2019,139950533,123026514,1,5,19,"M",2,,18,21
2019,139950535,123026514,3,4,,"U",0,,,
2019,139950534,123026514,2,4,,"U",0,,,
2019,139950771,123026678,1,5,18,"M",2,2,18,0
2019,139950781,123026687,1,5,33,"M",2,2,33,0
2019,139950785,123026691,1,5,33,"F",1,1,33,0
2019,139950787,123026693,1,5,34,"M",2,,34,0
2019,139950789,123026695,1,5,61,"M",2,2,61,0
2019,139950950,123026820,0,,,"",,,,
2019,139952162,123027705,1,5,26,"M",0,,26,0
2019,139955726,123030797,1,5,61,"M",1,,61,0
2019,139955766,123030836,1,5,39,"M",2,,39,0
2019,139955770,123030840,1,5,51,"M",2,,51,0
2019,139955771,123030840,2,5,28,"M",2,,28,0
2019,139950345,123026389,1,5,18,"F",2,,18,0
2019,139950346,123026390,1,5,27,"F",2,,27,0
2019,139951133,123026955,1,5,20,"M",1,2,20,0
2019,139950619,123026575,1,5,16,"M",0,,16,17
2019,139950911,123026796,1,5,38,"M",1,1,38,0
2019,139950949,123026819,0,,,"",,,,
2019,139951016,123026871,1,5,28,"M",2,,28,0
2019,139951021,123026876,1,5,22,"F",0,,22,0
2019,139951027,123026881,1,5,22,"M",1,,22,0
2019,139951135,123026957,1,5,36,"M",0,2,36,0
2019,139951658,123027351,1,5,45,"M",2,2,45,0
2019,139951662,123027354,2,5,27,"M",0,,27,0
2019,139951661,123027354,1,4,,"U",0,,,
2019,139951667,123027357,1,5,18,"F",2,,18,0
2019,139951668,123027357,2,5,17,"F",2,,17,0
2019,139951673,123027361,1,5,33,"F",4,,33,0
2019,139951674,123027361,2,5,28,"M",4,2,28,0
2019,139951887,123027510,1,5,19,"M",3,,18,21
2019,139951888,123027510,2,5,16,"F",0,,16,17
2019,139950155,123026246,1,5,41,"M",2,,41,0
2019,139950163,123026252,1,5,25,"M",2,,22,29
2019,139950240,123026310,3,5,17,"M",1,3,17,0
2019,139950238,123026310,1,5,19,"M",1,2,19,0
2019,139950239,123026310,2,5,17,"M",1,3,17,0
2019,139950241,123026310,4,5,21,"M",1,2,21,0
2019,139950296,123026350,1,4,,"U",0,,,
2019,139950828,123026724,3,5,19,"F",2,,19,0
2019,139950827,123026724,2,5,42,"F",2,,42,0
2019,139950826,123026724,1,4,,"M",2,,,
2019,139950829,123026725,1,5,47,"F",2,,47,0
2019,139950837,123026733,1,5,35,"F",0,,35,0
2019,139950838,123026733,2,5,32,"M",0,,32,0
2019,139950843,123026738,1,5,38,"M",2,,38,0
2019,139950844,123026739,1,5,20,"M",2,,20,0
2019,139950853,123026746,1,5,23,"M",1,2,23,0
2019,139950856,123026749,1,5,30,"M",1,,30,0
2019,139950913,123026798,1,5,37,"F",0,1,37,0
2019,139950972,123026837,1,5,47,"M",2,,47,0
2019,139950973,123026838,1,5,32,"M",0,,32,0
2019,139950974,123026839,1,5,19,"M",2,,19,0
2019,139950975,123026840,1,5,31,"M",2,2,31,0
2019,139950979,123026844,1,5,25,"F",2,,25,0
2019,139950982,123026847,1,5,26,"M",4,,26,0
2019,139950994,123026850,1,5,32,"M",1,2,32,0
2019,139950998,123026854,1,5,26,"M",1,,26,0
2019,139951002,123026858,1,5,68,"M",2,,68,0
2019,139951006,123026862,1,5,59,"M",0,,59,0
2019,139951009,123026865,1,5,18,"M",2,,18,0
2019,139951010,123026865,2,5,28,"M",2,2,28,0
2019,139951011,123026866,1,5,22,"M",2,2,22,0
2019,139951014,123026869,1,5,45,"M",1,,45,0
2019,139951019,123026874,1,5,23,"M",2,,23,0
2019,139951022,123026877,1,5,32,"M",2,2,32,0
2019,139951023,123026878,1,4,,"F",2,,,
2019,139951146,123026966,1,5,38,"M",1,,38,0
2019,139955775,123030844,1,5,65,"M",1,,65,0
2019,139950254,123026317,1,5,17,"M",2,,17,0
2019,139950520,123026503,1,5,45,"M",1,2,45,0
2019,139950527,123026508,1,5,25,"M",2,2,25,0
2019,139950830,123026726,0,,,"",,,,
2019,139950832,123026728,1,5,19,"M",2,,19,0
2019,139950836,123026732,1,5,27,"M",2,,27,0
2019,139950840,123026735,1,5,53,"M",2,,53,0
2019,139950857,123026750,1,5,32,"M",2,,32,0
2019,139950858,123026751,1,5,32,"F",0,,32,0
2019,139951346,123027113,2,5,27,"F",1,2,27,0
2019,139951345,123027113,1,5,31,"M",1,2,31,0
2019,139951350,123027115,2,5,62,"M",1,2,62,0
2019,139950987,123026848,5,5,25,"M",3,,25,0
2019,139950985,123026848,3,5,34,"F",3,,34,0
2019,139950988,123026848,6,5,27,"M",3,,27,0
2019,139950989,123026848,7,5,34,"F",3,2,34,0
2019,139950992,123026848,10,5,31,"M",3,,31,0
2019,139950983,123026848,1,5,21,"F",3,1,21,0
2019,139950991,123026848,9,4,,"M",0,,,
2019,139950984,123026848,2,5,31,"M",3,,31,0
2019,139950990,123026848,8,5,26,"M",3,,26,0
2019,139950986,123026848,4,5,40,"F",3,2,40,0
2019,139950996,123026852,1,5,22,"M",2,,22,0
2019,139951001,123026857,1,5,53,"M",2,,53,0
2019,139951005,123026861,1,5,44,"M",2,,44,0
2019,139951012,123026867,1,5,19,"M",2,,19,0
2019,139951137,123026958,2,5,30,"M",2,,30,0
2019,139951136,123026958,1,5,30,"M",2,2,30,0
2019,139951349,123027115,1,5,49,"F",1,2,49,0
2019,139951574,123027287,2,5,28,"M",1,2,28,0
2019,139951575,123027287,3,5,35,"M",2,,35,0
2019,139951573,123027287,1,5,28,"U",0,2,28,0
2019,139952208,123027735,1,5,53,"M",1,,53,0
2019,139920628,123009183,1,5,50,"M",2,2,50,0
2019,139921454,123009914,1,5,31,"M",1,2,31,0
2019,139921457,123009915,3,5,14,"M",2,2,14,0
2019,139921455,123009915,1,5,16,"M",2,,16,0
2019,139921456,123009915,2,5,16,"M",2,,16,0
2019,139921458,123009916,1,5,17,"M",1,1,17,0
2019,139950854,123026747,1,5,27,"M",2,,27,0
2019,139921617,123010029,4,5,25,"F",1,,25,0
2019,139921614,123010029,1,5,22,"M",2,,22,0
2019,139921615,123010029,2,5,22,"M",1,1,22,0
2019,139921616,123010029,3,5,24,"M",2,,24,0
2019,139951650,123027347,2,5,40,"M",2,,40,0
2019,139951659,123027352,1,5,12,"M",3,,12,0
2019,139921697,123010081,1,5,37,"M",1,3,37,0
2019,139921737,123010111,1,5,34,"M",1,2,34,0
2019,139951651,123027347,3,5,41,"M",2,,41,0
2019,139950788,123026694,1,5,34,"M",1,,34,0
2019,139950792,123026696,3,5,17,"M",2,,17,0
2019,139950791,123026696,2,5,17,"M",2,,17,0
2019,139950793,123026696,4,5,16,"M",2,2,16,0
2019,139950790,123026696,1,5,19,"M",2,,19,0
2019,139950831,123026727,1,4,,"M",2,,,
2019,139950833,123026729,1,5,33,"M",0,,33,0
2019,139950841,123026736,1,5,25,"M",0,,22,29
2019,139950842,123026737,1,5,33,"M",0,,33,0
2019,139950859,123026752,1,5,27,"M",2,,27,0
2019,139950860,123026752,2,5,28,"M",2,,28,0
2019,139950861,123026752,3,5,26,"M",2,,26,0
2019,139950976,123026841,1,5,27,"M",0,,27,0
2019,139950980,123026845,1,5,22,"M",1,1,22,0
2019,139950993,123026849,1,5,26,"M",2,2,26,0
2019,139950995,123026851,1,5,19,"M",2,,19,0
2019,139950999,123026855,1,5,28,"M",2,,28,0
2019,139951000,123026856,1,5,30,"M",2,,30,0
2019,139951018,123026873,1,5,33,"M",2,,33,0
2019,139951024,123026879,1,5,27,"M",2,,27,0
2019,139951134,123026956,1,5,35,"M",2,,35,0
2019,139951649,123027347,1,5,40,"M",2,,40,0
2019,139952151,123027700,1,4,,"M",2,,,
2019,139952152,123027700,2,4,,"M",2,,,
2019,139969997,123038932,1,5,29,"M",2,2,29,0
2019,139969998,123038933,1,5,34,"M",2,2,34,0
2019,139964998,123038866,1,4,,"M",1,,,
2019,139964999,123038867,1,4,,"U",0,,,
2019,139965044,123038890,1,5,48,"F",2,,48,0
2019,139955767,123030837,1,5,61,"M",2,,61,0
2019,139955772,123030841,1,5,31,"M",2,2,31,0
2019,139952452,123027937,1,5,38,"F",1,2,38,0
2019,139952453,123027937,2,5,49,"M",1,2,49,0
2019,139952456,123027940,1,5,14,"M",1,,14,0
2019,139952460,123027943,1,5,25,"M",1,2,25,0
2019,139965007,123038871,3,4,,"M",2,,,
2019,139965005,123038871,1,5,20,"M",2,2,20,0
2019,139965006,123038871,2,5,23,"M",2,2,23,0
2019,139921662,123010057,2,5,44,"M",1,2,44,0
2019,139921661,123010057,1,5,48,"M",1,2,48,0
2019,139950517,123026500,2,5,57,"M",1,,57,0
2019,139950516,123026500,1,5,55,"F",1,,55,0
2019,139950519,123026502,1,5,45,"M",2,2,45,0
2019,139950524,123026505,1,5,45,"M",2,2,45,0
2019,139950530,123026511,1,5,37,"M",3,2,37,0
2019,139950531,123026512,1,5,39,"M",2,,39,0
2019,139950642,123026587,8,5,18,"M",2,,18,0
2019,139950636,123026587,2,4,,"U",0,,,
2019,139950643,123026587,9,5,23,"M",2,,23,0
2019,139950640,123026587,6,5,19,"M",2,2,19,0
2019,139950637,123026587,3,4,,"U",0,,,
2019,139950635,123026587,1,5,19,"M",2,,18,21
2019,139950638,123026587,4,5,20,"M",2,,20,0
2019,139950639,123026587,5,5,19,"M",2,2,19,0
2019,139950641,123026587,7,5,23,"M",2,2,23,0
2019,139950648,123026592,1,5,35,"M",3,2,35,0
2019,139950650,123026594,1,5,20,"M",2,2,20,0
2019,139950653,123026597,1,5,22,"M",0,,22,0
2019,139950659,123026600,1,5,66,"F",2,2,66,0
2019,139950663,123026604,1,5,16,"F",2,,16,0
2019,139950668,123026608,1,5,19,"M",2,2,19,0
2019,139950768,123026675,1,5,28,"M",1,1,28,0
2019,139950855,123026748,1,5,60,"M",1,,60,0
2019,139950897,123026783,1,5,28,"M",1,,28,0
2019,139950901,123026787,1,5,34,"M",1,,34,0
2019,139950904,123026789,1,5,22,"M",0,,22,0
2019,139958396,123033111,1,5,35,"M",1,,35,0
2019,139921525,123009967,1,5,39,"F",1,3,39,0
2019,139951642,123027344,1,5,33,"M",0,,33,0
2019,139921557,123009990,4,5,17,"M",1,,17,0
2019,139921555,123009990,2,5,18,"M",1,,18,0
2019,139921554,123009990,1,5,16,"M",0,,16,17
2019,139921556,123009990,3,5,16,"M",1,,16,0
2019,139951652,123027348,1,5,49,"M",2,2,49,0
2019,139951660,123027353,1,5,64,"M",1,,64,0
2019,139951476,123027214,1,5,46,"M",4,2,46,0
2019,139951665,123027356,2,5,15,"F",2,2,15,0
2019,139951664,123027356,1,5,15,"F",2,3,15,0
2019,139951666,123027356,3,5,16,"F",2,,16,0
2019,139951672,123027360,1,4,,"M",2,,,
2019,139951783,123027439,1,5,42,"M",1,2,42,0
2019,139951784,123027439,2,5,27,"M",2,,27,0
2019,139951789,123027442,1,5,22,"M",2,2,22,0
2019,139951795,123027446,1,5,32,"M",0,1,32,0
2019,139951878,123027502,1,5,26,"F",3,3,26,0
2019,139951886,123027509,1,4,,"M",2,,,
2019,139960968,123035361,2,5,32,"M",2,,32,0
2019,139960967,123035361,1,5,20,"F",2,,20,0
2019,139949987,123026115,1,5,25,"F",2,,22,29
2019,139950404,123026429,1,5,28,"M",2,,28,0
2019,139950406,123026429,3,4,,"F",2,,,
2019,139950405,123026429,2,4,,"F",2,,,
2019,139950408,123026431,1,4,,"F",2,,,
2019,139950409,123026431,2,5,36,"F",2,3,36,0
2019,139950410,123026432,1,5,19,"M",2,,18,21
2019,139950411,123026433,1,5,25,"M",2,,22,29
2019,139950424,123026443,2,5,25,"M",3,,22,29
2019,139950423,123026443,1,5,25,"M",3,,22,29
2019,139950428,123026447,1,4,,"M",0,,,
2019,139950769,123026676,1,5,12,"M",2,2,12,0
2019,139950772,123026679,1,5,41,"M",1,1,41,0
2019,139950775,123026682,1,5,35,"M",2,2,35,0
2019,139950783,123026689,1,5,47,"M",2,2,47,0
2019,139950800,123026700,1,5,40,"M",0,1,40,0
2019,139950906,123026791,1,5,43,"M",2,,43,0
2019,139950909,123026794,1,5,20,"M",3,2,20,0
2019,139951558,123027276,1,5,44,"M",1,2,44,0
2019,139951880,123027503,2,5,25,"F",3,,25,0
2019,139951879,123027503,1,5,26,"M",3,2,26,0
2019,139951885,123027508,1,4,,"F",2,,,
2019,139952457,123027941,1,5,46,"M",0,1,46,0
2019,139952458,123027941,2,5,36,"M",1,2,36,0
2019,139950251,123026316,1,5,19,"M",2,,18,21
2019,139950252,123026316,2,5,19,"M",2,,18,21
2019,139950253,123026316,3,5,19,"M",2,,18,21
2019,139950651,123026595,1,5,16,"M",2,2,16,0
2019,139950661,123026602,1,5,56,"M",2,,56,0
2019,139950813,123026712,1,5,44,"M",3,3,44,0
2019,139950817,123026716,1,5,36,"M",1,,36,0
2019,139950821,123026720,1,5,38,"M",1,,38,0
2019,139951322,123027100,1,5,39,"M",1,2,39,0
2019,139951327,123027103,1,5,42,"M",1,2,42,0
2019,139951328,123027103,2,5,37,"F",1,2,37,0
2019,139951331,123027105,2,5,20,"F",1,,20,0
2019,139951330,123027105,1,5,29,"M",4,2,29,0
2019,139951334,123027107,1,5,18,"M",1,,18,0
2019,139951341,123027109,2,5,23,"M",2,2,23,0
2019,139951340,123027109,1,5,39,"M",1,2,39,0
2019,139951347,123027114,1,5,41,"M",1,2,41,0
2019,139951348,123027114,2,5,37,"F",1,2,37,0
2019,139951364,123027127,1,5,45,"M",1,2,45,0
2019,139951564,123027281,1,5,21,"M",2,2,21,0
2019,139951566,123027281,3,4,,"U",0,,,
2019,139951565,123027281,2,5,21,"M",2,,21,0
2019,139951576,123027288,1,4,,"U",0,,,
2019,139951342,123027110,1,5,18,"M",1,1,18,0
2019,139950644,123026588,1,5,31,"M",2,2,31,0
2019,139950647,123026591,1,5,22,"M",2,2,22,0
2019,139950652,123026596,1,5,57,"F",1,2,57,0
2019,139950657,123026599,2,5,30,"F",3,,30,0
2019,139950656,123026599,1,5,36,"F",3,,36,0
2019,139950658,123026599,3,5,32,"M",2,,32,0
2019,139950662,123026603,0,,,"",,,,
2019,139950667,123026607,1,5,27,"M",2,2,27,0
2019,139950777,123026683,2,4,,"M",2,,,
2019,139950776,123026683,1,4,,"M",2,,,
2019,139951147,123026967,1,5,42,"F",1,,42,0
2019,139951162,123026981,2,5,48,"F",1,2,48,0
2019,139951161,123026981,1,5,48,"M",1,2,48,0
2019,139951189,123027006,1,5,22,"F",2,2,22,0
2019,139951332,123027106,1,5,35,"F",1,2,35,0
2019,139951333,123027106,2,5,48,"M",1,2,48,0
2019,139951338,123027108,4,5,15,"M",1,2,15,0
2019,139951336,123027108,2,5,15,"M",1,1,15,0
2019,139951335,123027108,1,5,14,"F",1,,14,0
2019,139951339,123027108,5,5,15,"M",1,2,15,0
2019,139951337,123027108,3,5,13,"F",1,,13,0
2019,139952454,123027938,1,5,24,"M",1,2,24,0
2019,139950024,123026139,1,5,59,"M",1,2,59,0
2019,139950412,123026434,1,4,,"M",2,,,
2019,139950413,123026434,2,4,,"F",2,,,
2019,139950645,123026589,1,5,52,"M",2,2,52,0
2019,139950660,123026601,1,5,16,"F",2,3,16,0
2019,139950770,123026677,1,5,12,"M",2,2,12,0
2019,139950780,123026686,1,5,23,"M",1,2,23,0
2019,139950784,123026690,1,5,42,"M",0,,42,0
2019,139950797,123026698,3,5,25,"M",2,3,25,0
2019,139950798,123026698,4,5,22,"F",2,3,22,0
2019,139950796,123026698,2,5,25,"F",1,,22,29
2019,139950795,123026698,1,5,24,"M",2,3,24,0
2019,139950801,123026701,1,5,24,"M",2,,24,0
2019,139951568,123027283,1,5,19,"M",2,2,19,0
2019,139951569,123027283,2,5,19,"F",2,,19,0
2019,139960051,123034572,1,5,48,"F",3,,48,0
2019,139960052,123034573,1,5,28,"M",1,2,28,0
2019,139950518,123026501,1,5,45,"M",2,2,45,0
2019,139951365,123027128,1,5,38,"M",1,2,38,0
2019,139951366,123027128,2,5,44,"M",1,2,44,0
2019,139951563,123027280,1,5,35,"M",3,,35,0
2019,139951570,123027284,1,4,,"U",0,,,
2019,139955768,123030838,1,5,43,"M",0,1,43,0
2019,135470275,119217105,1,4,,"U",0,,,
2019,135470276,119217106,1,5,34,"M",2,3,34,0
2019,136986024,120526188,1,5,22,"M",1,2,22,0
2019,136986043,120526202,1,5,28,"M",1,2,28,0
2019,136027543,119701604,1,4,,"U",0,,,
2019,136711325,120262127,0,,,"",,,,
2019,136711337,120262139,1,5,13,"M",0,3,13,0
2019,136711426,120262208,0,,,"",,,,
2019,135470172,119217022,2,5,21,"M",2,2,21,0
2019,135470173,119217022,3,5,22,"M",2,2,22,0
2019,135470171,119217022,1,5,21,"M",2,2,21,0
2019,136494084,120078449,1,5,31,"F",0,3,31,0
2019,136494088,120078453,1,5,23,"M",0,3,23,0
2019,136532695,120115586,1,5,41,"F",1,2,41,0
2019,136539996,120116268,0,,,"",,,,
2019,136539999,120116271,1,5,15,"M",2,,15,0
2019,136540030,120116291,1,5,22,"F",1,,22,0
2019,136540033,120116293,2,5,28,"M",1,2,28,0
2019,136540032,120116293,1,5,37,"F",1,,37,0
2019,135545745,119281794,2,5,31,"M",1,2,31,0
2019,135545744,119281794,1,5,40,"M",1,2,40,0
2019,136253768,119884540,1,5,43,"M",2,,43,0
2019,136125543,119786311,1,5,36,"F",1,2,36,0
2019,136125559,119786321,2,5,19,"M",2,3,19,0
2019,136125558,119786321,1,5,14,"M",2,2,14,0
2019,136125560,119786322,1,5,54,"M",1,3,54,0
2019,136125564,119786326,1,5,26,"M",1,1,26,0
2019,136125565,119786327,0,,,"",,,,
2019,136125609,119786360,1,5,49,"M",1,2,49,0
2019,136125610,119786361,1,5,28,"M",1,2,28,0
2019,135391339,119144874,1,5,26,"M",1,2,26,0
2019,135391400,119144920,1,5,51,"M",0,3,51,0
2019,135391454,119144965,1,5,25,"M",2,3,25,0
2019,135391485,119144994,1,4,,"U",2,3,,
2019,135391488,119144997,0,,,"",,,,
2019,135391492,119145001,0,,,"",,,,
2019,135391494,119145003,0,,,"",,,,
2019,135391514,119145020,1,5,25,"M",1,,25,0
2019,136493301,120077853,1,5,43,"F",1,2,43,0
2019,136711034,120261879,1,5,33,"M",2,2,33,0
2019,136711036,120261880,1,5,20,"M",2,3,20,0
2019,136711037,120261881,1,5,29,"M",2,3,29,0
2019,136711038,120261881,2,5,20,"F",2,3,20,0
2019,136711039,120261882,1,5,22,"M",1,2,22,0
2019,136711040,120261883,1,5,25,"M",2,2,25,0
2019,136711045,120261885,1,5,34,"M",1,3,34,0
2019,136711046,120261886,1,5,35,"M",1,3,35,0
2019,136711048,120261888,1,5,60,"M",1,2,60,0
2019,136711049,120261889,1,5,24,"F",1,3,24,0
2019,136711052,120261892,1,5,19,"M",1,3,19,0
2019,136711053,120261893,1,5,60,"M",1,2,60,0
2019,136711055,120261895,1,5,24,"M",2,3,24,0
2019,136711056,120261896,1,5,20,"M",1,3,20,0
2019,136711060,120261899,1,5,33,"M",2,2,33,0
2019,136711061,120261900,1,5,19,"F",1,3,19,0
2019,136711063,120261902,1,5,25,"F",2,2,25,0
2019,136711064,120261903,1,5,12,"F",2,3,12,0
2019,136711067,120261903,4,5,12,"F",2,3,12,0
2019,136711065,120261903,2,5,13,"F",2,3,13,0
2019,136711066,120261903,3,5,13,"F",2,3,13,0
2019,136711068,120261904,1,5,17,"M",2,2,17,0
2019,136711069,120261905,0,,,"",,,,
2019,136711070,120261906,0,,,"",,,,
2019,136711071,120261907,0,,,"",,,,
2019,136711072,120261908,1,5,21,"F",1,2,21,0
2019,136711074,120261910,1,5,23,"M",1,2,23,0
2019,136711077,120261913,1,5,22,"F",1,3,22,0
2019,136711078,120261913,2,5,22,"M",1,3,22,0
2019,136711079,120261914,0,,,"",,,,
2019,136711083,120261916,1,5,21,"M",1,1,21,0
2019,136711089,120261920,1,5,33,"M",1,2,33,0
2019,136711097,120261927,1,5,20,"M",1,3,20,0
2019,136711116,120261944,0,,,"",,,,
2019,136711119,120261947,1,5,33,"M",1,3,33,0
2019,136711169,120261987,0,,,"",,,,
2019,136711192,120262009,1,5,36,"M",1,3,36,0
2019,136711425,120262207,1,5,32,"M",1,2,32,0
2019,136711440,120262212,1,5,22,"M",1,1,22,0
2019,136545018,120116459,0,,,"",,,,
2019,136027647,119701698,1,5,49,"F",2,2,49,0
2019,135523998,119263533,1,5,49,"F",1,2,49,0
2019,134859272,118700214,1,5,25,"M",2,,25,0
2019,134859294,118700232,1,5,31,"F",2,,31,0
2019,134859295,118700233,1,4,,"U",0,,,
2019,134859296,118700234,1,5,40,"M",2,,40,0
2019,134859300,118700237,1,5,46,"M",2,,46,0
2019,134859371,118700287,3,5,54,"M",0,,54,0
2019,134859370,118700287,2,5,46,"M",2,2,46,0
2019,134859369,118700287,1,5,56,"M",2,,56,0
2019,134859407,118700308,1,5,29,"M",2,,29,0
2019,134859408,118700309,1,4,,"U",0,,,
2019,134859409,118700310,1,5,19,"M",2,2,19,0
2019,134859456,118700339,1,4,,"M",2,,,
2019,135391284,119144827,1,5,36,"M",1,2,36,0
2019,135391298,119144841,1,5,33,"F",2,,33,0
2019,135470143,119216995,0,,,"",,,,
2019,135470140,119216992,0,,,"",,,,
2019,135470147,119216999,0,,,"",,,,
2019,135470151,119217003,0,,,"",,,,
2019,135470437,119217228,0,,,"",,,,
2019,135470468,119217246,2,4,,"U",0,,,
2019,135470467,119217246,1,4,,"U",0,,,
2019,135391276,119144820,0,,,"",,,,
2019,135391279,119144823,1,5,17,"M",1,2,17,0
2019,135391283,119144826,1,5,31,"M",1,2,31,0
2019,135391288,119144831,1,5,30,"F",2,,30,0
2019,135391291,119144834,0,,,"",,,,
2019,135391292,119144835,1,5,20,"F",1,,20,0
2019,135470145,119216997,0,,,"",,,,
2019,135470153,119217005,0,,,"",,,,
2019,135691629,119401627,1,5,40,"M",1,2,40,0
2019,135694999,119401657,1,4,,"U",0,,,
2019,135935805,119621352,1,4,,"U",0,,,
2019,135949974,119626106,1,5,48,"M",2,3,48,0
2019,134930635,118758805,1,5,19,"M",1,2,19,0
2019,134930636,118758806,1,5,27,"M",1,2,27,0
2019,135009205,118834626,1,5,23,"F",2,2,23,0
2019,135009219,118834640,1,5,25,"M",0,2,25,0
2019,135061650,118881110,1,5,25,"F",3,,25,0
2019,135061652,118881112,1,5,30,"M",2,2,30,0
2019,136702052,120247632,1,5,26,"M",2,,26,0
2019,136702053,120247632,2,5,30,"M",2,,30,0
2019,136702054,120247632,3,5,30,"M",2,,30,0
2019,136703215,120248627,1,5,31,"F",1,3,31,0
2019,136710200,120261186,1,5,31,"M",1,,31,0
2019,136710252,120261222,0,,,"",,,,
2019,136710255,120261225,1,5,18,"M",2,3,18,0
2019,136710256,120261225,2,5,22,"M",2,,22,0
2019,136710257,120261225,3,5,17,"M",2,2,17,0
2019,136710307,120261270,1,4,,"U",0,,,
2019,136710329,120261287,1,5,27,"M",1,3,27,0
2019,136725012,120271130,1,5,16,"F",3,2,16,0
2019,136725013,120271130,2,5,15,"F",1,2,15,0
2019,136725019,120271135,0,,,"",,,,
2019,136725057,120271164,0,,,"",,,,
2019,136725063,120271170,0,,,"",,,,
2019,136725099,120271195,1,5,40,"F",1,2,40,0
2019,135391353,119144884,1,5,15,"F",2,3,15,0
2019,135391455,119144966,1,5,48,"F",1,3,48,0
2019,135391462,119144972,2,5,22,"F",0,3,22,0
2019,135391461,119144972,1,5,22,"F",0,3,22,0
2019,135391464,119144974,0,,,"",,,,
2019,134859630,118700471,1,5,19,"M",2,,18,21
2019,134859631,118700471,2,5,19,"M",2,,18,21
2019,134859632,118700471,3,5,19,"M",2,,18,21
2019,134859633,118700472,1,4,,"U",0,,,
2019,134886308,118721914,0,,,"",,,,
2019,136395349,119979697,1,5,27,"M",1,2,27,0
2019,136395350,119979698,1,5,20,"F",1,2,20,0
2019,136395351,119979698,2,5,26,"M",1,2,26,0
2019,135061755,118881190,0,,,"",,,,
2019,135621386,119344952,0,,,"",,,,
2019,135634469,119359092,1,5,14,"M",1,2,14,0
2019,135634470,119359092,2,5,15,"M",1,2,15,0
2019,135078429,118896303,1,5,65,"M",2,2,65,0
2019,135078382,118896265,1,5,19,"F",2,2,19,0
2019,135078397,118896279,2,5,35,"M",0,2,35,0
2019,135078405,118896286,1,5,34,"M",1,2,34,0
2019,135078396,118896279,1,5,22,"F",1,2,22,0
2019,135078404,118896285,1,5,34,"M",1,2,34,0
2019,135078431,118896305,1,5,24,"M",1,2,24,0
2019,136288278,119912341,0,,,"",,,,
2019,136288319,119912378,1,5,30,"M",1,2,30,0
2019,136288320,119912378,2,5,41,"F",1,2,41,0
2019,135099181,118916324,1,4,,"U",0,,,
2019,135099185,118916328,1,5,27,"M",0,,27,0
2019,135099189,118916332,1,4,,"U",0,,,
2019,135418696,119170790,0,,,"",,,,
2019,137847333,121252152,1,5,31,"M",2,2,31,0
2019,137847339,121252157,1,5,15,"M",1,1,15,0
2019,137847432,121261106,1,4,,"F",0,,,
2019,135223221,119025456,1,4,,"U",0,,,
2019,135223554,119025713,1,5,48,"F",3,3,48,0
2019,135223560,119025719,1,5,39,"M",2,,30,49
2019,134895504,118725627,1,5,36,"F",1,2,36,0
2019,134895507,118725630,0,,,"",,,,
2019,134895511,118725633,2,5,33,"M",3,2,33,0
2019,134895510,118725633,1,5,31,"F",3,2,31,0
2019,135064862,118888464,1,5,25,"M",2,2,20,30
2019,135064863,118888464,2,5,25,"U",0,3,20,30
2019,135099393,118916485,1,4,,"U",0,,,
2019,135099398,118916490,0,,,"",,,,
2019,135099421,118916511,1,4,,"U",0,,,
2019,135039578,118869344,1,5,39,"M",1,,30,49
2019,135223561,119025720,1,5,57,"F",0,,50,64
2019,135155470,118961141,1,5,25,"M",2,,25,0
2019,135155471,118961142,1,5,32,"M",2,,32,0
2019,135223430,119025618,1,5,38,"M",2,2,38,0
2019,135223498,119025669,1,5,34,"M",2,2,34,0
2019,135223505,119025674,1,5,29,"F",1,,29,0
2019,135223506,119025674,2,5,50,"M",2,,50,0
2019,135064595,118888257,1,5,34,"M",2,,34,0
